DateBeforeChange,DateAfterChange,Change,Ticker,Name,Sector,Exchange
20080530,20080630,1,COG,CABOT OIL & GAS CORP,Energy,New York Stock Exchange Inc.
20080530,20080630,1,ISRG,INTUITIVE SURGICAL INC,Health Care,NASDAQ
20080530,20080630,1,LO,LORILLARD INC,Consumer Staples,New York Stock Exchange Inc.
20080530,20080630,1,MEE,MASSEY ENERGY CO.,Energy,New York Stock Exchange Inc.
20080530,20080630,1,SWN,SOUTHWESTERN ENERGY,Energy,New York Stock Exchange Inc.
20080229,20080331,1,HCP,HCP REIT INC,Financials,New York Stock Exchange Inc.
20080229,20080331,1,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,New York Stock Exchange Inc.
20071231,20080131,1,CAM,CAMERON INTERNATIONAL CORP,Energy,-
20071231,20080131,1,TSS,TOTAL SYSTEM SERVICES INC,Information Technology,New York Stock Exchange Inc.
20071130,20071231,1,GHC,GRAHAM HOLDINGS COMPANY CO CLASS B,Consumer Discretionary,New York Stock Exchange Inc.
20071130,20071231,1,GME,GAMESTOP CORP CLASS A,Consumer Discretionary,New York Stock Exchange Inc.
20071130,20071231,1,RRC,RANGE RESOURCES CORP,Energy,New York Stock Exchange Inc.
20071031,20071130,1,AMT,AMERICAN TOWER CORP.,Telecommunication Services,New York Stock Exchange Inc.
20071031,20071130,1,MTW,MANITOWOC INC,Industrials,New York Stock Exchange Inc.
20071031,20071130,1,MV,METAVANTE TECHNOLOGIES INC.,Information Technology,New York Stock Exchange Inc.
20071031,20071130,1,POM,PEPCO HOLDINGS INC,Utilities,New York Stock Exchange Inc.
20071031,20071130,1,TT,TRANE INC.,Industrials,New York Stock Exchange Inc.
20070928,20071031,1,EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,NASDAQ
20070928,20071031,1,EXPE,EXPEDIA INC.,Consumer Discretionary,NASDAQ
20070928,20071031,1,JEC,JACOBS ENGINEERING GROUP INC,Industrials,New York Stock Exchange Inc.
20070928,20071031,1,NBL,NOBLE ENERGY INC,Energy,New York Stock Exchange Inc.
20070928,20071031,1,NYX,NYSE EURONEXT,Financials,New York Stock Exchange Inc.
20070928,20071031,1,TDC,TERADATA CORP,Information Technology,New York Stock Exchange Inc.
20070928,20071031,1,TIE,TITANIUM METALS CORP.,Materials,New York Stock Exchange Inc.
20070831,20070928,1,ICE,INTERCONTINENTALEXCHANGE INC.,Financials,New York Stock Exchange Inc.
20070831,20070928,1,MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,NASDAQ
20070831,20070928,1,TSO,ANDEAVOR CORP,Energy,New York Stock Exchange Inc.
20070731,20070831,1,LUK,LEUCADIA NATIONAL CORP,Financials,New York Stock Exchange Inc.
20070629,20070731,1,ACAS,AMERICAN CAPITAL LTD.,Financials,NASDAQ
20070629,20070731,1,AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,NASDAQ
20070629,20070731,1,COV,COVIDIEN LTD.,Health Care,New York Stock Exchange Inc.
20070629,20070731,1,DC7,DISCOVER FINANCIAL SERVICES,Financials,Boerse Berlin
20070629,20070731,1,GGP,GENERAL GROWTH PROPERTIES INC.,Financials,New York Stock Exchange Inc.
20070629,20070731,1,TEL,TYCO ELECTRONICS LTD.,Information Technology,New York Stock Exchange Inc.
20070531,20070629,1,PCP,PRECISION CASTPARTS CORP,Industrials,-
20070430,20070531,1,WFR,MEMC ELECTRONIC MATERIALS INC.,Information Technology,New York Stock Exchange Inc.
20070330,20070430,1,AIZ,ASSURANT INC,Financials,New York Stock Exchange Inc.
20070330,20070430,1,DYNIQ,DYNEGY INC.,Utilities,Non-Nms Quotation Service (Nnqs)
20070330,20070430,1,KFT,KRAFT FOODS INC A,Consumer Staples,NASDAQ
20070228,20070330,1,ANF,ABERCROMBIE AND FITCH CLASS A,-,New York Stock Exchange Inc.
20070228,20070330,1,CHRW,CH ROBINSON WORLDWIDE INC,-,NASDAQ
20070228,20070330,1,DDR,DEVELOPERS DIVERSIFIED REALTY CORP,-,New York Stock Exchange Inc.
20070228,20070330,1,HST,HOST HOTELS & RESORTS REIT INC,-,New York Stock Exchange Inc.
20070131,20070228,1,HCBK,HUDSON CITY BANCORP INC,-,NASDAQ
20070131,20070228,1,RL,POLO RALPH LAUREN CORP.,-,New York Stock Exchange Inc.
20070131,20070228,1,TEG,INTEGRYS ENERGY GROUP INC.,-,New York Stock Exchange Inc.
20070131,20070228,1,VAR,VARIAN MEDICAL SYSTEMS INC,-,New York Stock Exchange Inc.
20061229,20070131,1,AVB,AVALONBAY COMMUNITIES REIT INC,-,New York Stock Exchange Inc.
20061229,20070131,1,ESV,ENSCO INTL PLC,-,New York Stock Exchange Inc.
20061229,20070131,1,SE,SPECTRA ENERGY CORP,-,New York Stock Exchange Inc.
20061130,20061229,1,DTV,DIRECTV GROUP INC.,-,NASDAQ
20061130,20061229,1,IAC,IAC INTERACTIVE,-,NASDAQ
20061130,20061229,1,STR,QUESTAR CORP,-,-
20061130,20061229,1,TEX,TEREX CORP,-,New York Stock Exchange Inc.
20061031,20061130,1,BTU,PEABODY ENERGY CORP,-,New York Stock Exchange Inc.
20061031,20061130,1,CBG,CB RICHARD ELLIS GROUP INC. (CL A),-,New York Stock Exchange Inc.
20061031,20061130,1,CELG,CELGENE CORP,-,NASDAQ
20061031,20061130,1,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,-,NASDAQ
20061031,20061130,1,FIS,FIDELITY NATIONAL INFORMATION SERV,-,New York Stock Exchange Inc.
20060929,20061031,1,SII,SMITH INTERNATIONAL,-,New York Stock Exchange Inc.
20060929,20061031,1,WU,WESTERN UNION,-,New York Stock Exchange Inc.
